Q1_Realistic,Q2_Realistic,Q3_Investigative,Q4_Investigative,Q5_Artistic,Q6_Artistic,Q7_Social,Q8_Social,Q9_Enterprising,Q10_Enterprising,Q11_Conventional,Q12_Conventional,PrimaryStream
3,3,2,3,1,2,3,3,2,2,5,5,Commerce
3,3,1,3,1,2,2,1,2,3,1,2,Vocational
1,3,3,3,2,1,1,1,2,2,5,4,Commerce
1,2,3,3,1,2,2,1,2,2,1,3,Science
3,2,2,1,3,3,2,1,2,1,3,2,Arts
1,1,3,2,3,1,3,5,2,3,3,1,Arts
3,1,2,1,2,2,4,5,2,2,2,3,Arts
2,1,2,2,3,1,1,2,4,4,3,3,Commerce
5,3,2,3,3,2,2,3,2,2,3,3,Vocational
1,2,3,2,3,2,3,4,2,1,3,2,Arts
3,2,1,2,2,3,3,3,2,3,4,5,Commerce
1,3,5,4,3,1,1,1,1,3,3,2,Science
2,2,3,2,1,2,3,3,1,3,2,3,Arts
3,3,3,4,3,2,3,3,2,3,1,1,Science
1,1,3,3,2,2,3,2,3,1,2,2,Vocational
2,2,1,3,3,3,3,1,2,2,4,4,Commerce
5,5,1,2,3,1,3,2,2,1,2,2,Vocational
1,1,2,3,3,3,1,3,1,2,4,4,Commerce
2,2,4,5,3,3,2,1,3,3,1,3,Science
3,3,2,1,4,3,2,2,3,1,3,3,Arts
1,1,4,4,3,2,1,2,1,1,2,3,Science
3,4,1,1,1,3,2,2,1,3,1,2,Vocational
3,2,3,4,3,1,3,2,3,3,3,1,Vocational
1,1,3,1,1,1,1,1,3,1,5,3,Commerce
2,1,4,4,3,2,2,3,3,3,2,1,Science
1,1,3,1,3,1,5,5,3,3,3,2,Arts
2,3,2,2,2,3,3,1,1,3,4,4,Commerce
3,2,3,2,2,3,2,1,4,3,3,1,Commerce
2,1,3,2,2,1,3,4,1,1,2,3,Arts
3,1,3,1,2,2,4,4,3,1,1,3,Arts
2,3,2,1,4,3,1,3,3,3,3,1,Arts
1,1,3,3,2,2,3,4,2,3,2,2,Arts
3,2,3,2,3,1,5,3,3,2,2,1,Arts
5,3,2,3,3,1,2,3,2,1,3,1,Vocational
1,2,3,3,1,3,2,2,5,3,2,3,Commerce
2,2,2,3,1,3,4,3,1,1,2,3,Arts
1,3,1,1,2,1,4,4,1,2,1,1,Arts
4,5,1,1,1,2,3,3,1,2,1,3,Science
1,3,2,3,1,2,2,1,3,5,2,1,Commerce
4,3,2,2,3,2,1,1,3,3,1,3,Vocational
3,1,3,2,5,5,1,1,2,1,2,3,Arts
1,1,3,1,3,5,2,3,3,2,3,1,Arts
3,3,2,1,3,3,1,1,2,1,2,1,Vocational
3,1,3,1,2,2,2,1,5,5,3,1,Commerce
1,2,3,1,1,3,3,1,1,1,3,5,Commerce
2,2,1,1,1,3,3,2,3,4,2,3,Commerce
2,2,3,3,2,3,2,2,2,2,3,2,Science
2,3,1,3,1,3,3,2,5,5,3,2,Commerce
2,1,1,3,3,2,3,1,3,2,5,5,Commerce
5,4,3,2,2,2,2,1,2,2,3,3,Vocational
3,2,5,5,1,3,1,2,2,2,3,3,Science
1,2,1,1,3,2,2,3,2,2,3,5,Commerce
3,3,3,1,4,5,3,3,1,2,2,1,Arts
4,4,3,2,2,2,2,3,1,1,2,2,Vocational
2,1,3,2,5,4,1,1,3,1,3,1,Arts
2,3,1,1,2,3,1,3,4,3,2,3,Commerce
2,2,3,2,3,1,3,1,5,5,3,1,Commerce
2,3,4,3,1,3,2,2,2,3,3,2,Vocational
3,3,4,3,1,2,3,1,1,3,2,1,Vocational
2,3,3,1,3,3,3,1,3,3,5,3,Commerce
1,1,2,2,2,1,2,3,3,3,3,3,Commerce
5,4,1,1,1,3,2,2,2,1,3,3,Vocational
2,3,3,2,2,1,3,3,5,3,1,1,Commerce
1,3,3,3,3,3,1,3,1,3,5,3,Commerce
3,2,2,1,2,3,3,5,3,3,3,2,Arts
1,2,1,3,1,1,5,4,2,1,2,1,Arts
3,3,4,3,2,3,1,1,1,2,1,2,Science
3,1,2,1,3,4,1,3,2,2,1,1,Arts
5,5,1,1,2,2,1,3,1,1,1,2,Vocational
1,1,2,1,2,1,2,1,5,3,2,3,Commerce
2,2,3,3,1,1,5,5,3,1,2,3,Arts
2,1,2,2,2,1,3,2,5,4,1,1,Commerce
1,3,1,1,3,1,2,3,3,5,3,2,Commerce
3,1,5,3,2,1,1,2,1,2,1,1,Science
4,5,1,3,1,3,1,3,3,1,1,2,Vocational
2,3,5,4,3,3,1,1,2,1,3,3,Science
5,4,1,2,3,1,1,1,1,3,2,2,Vocational
2,3,1,2,4,3,3,1,3,3,2,3,Arts
1,2,3,3,3,2,3,5,1,1,1,3,Arts
3,1,2,3,3,3,2,1,1,2,3,1,Arts
3,2,5,5,3,1,2,1,2,2,2,3,Science
2,2,1,3,1,3,2,2,3,3,5,4,Commerce
1,2,3,1,3,3,2,3,3,3,3,4,Commerce
3,2,5,5,3,2,2,2,3,2,1,1,Science
3,2,2,2,3,3,3,1,2,2,1,1,Arts
1,3,4,4,2,3,2,1,1,3,2,3,Science
3,2,1,1,3,1,2,3,2,2,5,4,Commerce
5,3,2,2,3,3,1,3,3,1,2,3,Vocational
2,2,2,3,5,5,2,1,2,2,1,3,Arts
4,5,2,1,1,3,2,2,3,2,2,2,Vocational
1,3,5,3,2,2,3,3,2,1,3,1,Science
1,3,1,1,2,2,2,1,3,3,2,1,Commerce
1,2,1,1,3,1,3,4,1,1,1,3,Arts
4,4,2,3,2,2,3,2,2,1,2,2,Vocational
2,1,3,1,2,2,3,1,3,3,3,3,Commerce
2,2,4,4,3,2,2,3,1,1,1,3,Vocational
3,1,3,1,2,1,3,3,2,2,4,4,Commerce
3,2,3,1,3,1,2,3,5,3,2,1,Commerce
3,4,3,1,2,3,2,3,1,3,2,2,Vocational
3,2,1,1,2,3,2,1,4,3,1,3,Commerce
5,3,1,3,1,2,2,1,2,2,2,2,Vocational
2,1,1,1,1,1,3,2,1,1,4,4,Commerce
2,2,3,5,2,2,2,3,2,2,3,3,Science
3,3,3,1,2,3,1,1,3,2,3,4,Commerce
2,3,2,1,1,3,2,3,5,3,1,1,Commerce
3,2,3,4,2,2,2,3,3,1,2,1,Science
1,1,2,2,4,5,2,2,1,1,3,3,Arts
1,3,2,2,1,2,4,5,3,1,2,1,Arts
3,2,5,4,2,3,2,2,2,2,3,2,Science
3,3,3,3,4,5,2,3,2,3,1,2,Arts
1,3,1,3,1,1,4,4,1,2,2,2,Arts
2,1,1,3,1,3,2,3,4,4,1,1,Commerce
1,2,3,2,3,2,2,3,4,3,3,1,Commerce
3,3,2,1,1,2,1,1,2,2,4,3,Commerce
1,3,1,3,3,2,5,5,3,3,3,2,Arts
2,2,1,1,3,5,3,3,1,3,3,3,Arts
1,2,3,3,5,3,2,2,2,3,3,3,Arts
3,5,3,3,1,3,3,1,2,2,3,1,Vocational
2,2,3,1,2,2,2,2,1,1,3,4,Commerce
1,2,1,3,2,2,1,2,5,4,3,1,Commerce
5,5,1,3,2,3,1,2,1,2,3,3,Vocational
3,1,3,1,3,2,2,2,5,5,2,3,Commerce
5,3,3,2,3,1,1,1,2,3,2,2,Vocational
4,4,3,1,1,1,1,2,1,2,3,3,Vocational
1,3,3,1,2,1,5,4,1,1,3,1,Arts
5,4,3,1,2,2,2,3,1,1,2,3,Vocational
3,3,3,2,2,2,3,1,2,1,1,2,Vocational
2,2,1,2,2,3,3,5,2,1,3,2,Arts
3,1,4,3,3,2,1,1,3,1,1,2,Science
2,3,2,3,5,4,1,2,2,3,2,3,Arts
1,3,4,3,2,3,1,2,1,1,3,2,Vocational
1,2,3,3,1,2,3,1,3,1,5,4,Commerce
1,3,2,3,3,5,2,2,2,1,2,1,Arts
2,1,1,3,1,1,1,3,5,4,2,1,Commerce
4,4,3,2,1,2,2,2,1,3,2,2,Vocational
1,3,1,3,4,3,2,2,1,1,1,2,Arts
2,1,4,3,2,3,1,1,1,1,1,2,Science
3,3,4,4,3,3,2,1,2,1,1,2,Science
3,2,2,2,3,1,2,3,2,2,5,5,Commerce
1,1,1,1,3,2,3,4,2,2,1,1,Arts
3,1,4,3,3,2,2,3,1,1,2,2,Vocational
3,1,1,1,1,1,3,5,1,1,1,3,Arts
4,4,1,2,1,2,3,2,1,2,1,3,Vocational
5,3,1,1,3,1,3,3,3,1,3,2,Vocational
3,3,3,5,1,1,1,1,2,3,2,2,Science
1,2,1,2,2,1,5,4,1,2,3,2,Arts
1,1,3,1,3,3,5,4,1,3,1,3,Arts
3,3,2,3,4,3,1,1,3,2,2,2,Arts
4,5,2,2,1,2,1,3,2,2,2,3,Vocational
1,2,4,5,3,2,2,3,2,3,1,3,Vocational
2,3,3,4,3,1,2,1,1,3,1,1,Science
1,3,2,2,2,2,1,1,2,1,5,5,Commerce
1,2,3,1,3,3,2,2,2,2,3,4,Commerce
1,1,1,2,3,1,5,5,1,2,3,3,Arts
1,2,5,3,2,2,1,3,2,3,1,3,Science
3,1,1,3,3,1,1,2,4,4,2,2,Commerce
2,1,3,3,1,2,2,1,2,1,3,3,Science
3,1,1,2,3,5,3,3,1,2,2,2,Arts
2,2,2,1,2,1,2,1,5,4,2,1,Commerce
3,2,3,2,2,2,4,3,1,2,2,2,Arts
5,3,2,3,2,1,3,3,3,3,3,2,Vocational
3,3,3,2,2,2,2,2,5,4,2,3,Commerce
5,5,1,3,3,2,2,2,1,3,3,1,Vocational
3,3,1,3,1,3,2,2,3,3,3,2,Vocational
1,1,3,5,2,1,1,2,1,3,1,1,Science
3,1,3,2,1,1,1,3,1,3,4,4,Commerce
3,5,1,3,1,3,3,2,3,1,3,2,Vocational
2,3,2,3,2,1,4,5,3,2,3,2,Arts
2,1,1,1,2,2,3,3,5,4,1,3,Commerce
2,2,5,5,3,2,3,2,2,1,2,1,Science
4,5,1,2,1,3,2,3,3,3,3,2,Vocational
2,3,4,5,3,1,1,2,2,1,3,3,Science
1,2,2,1,2,3,2,1,1,3,5,4,Commerce
3,1,2,2,2,1,3,3,5,3,3,2,Commerce
3,1,2,1,5,5,3,2,2,2,2,2,Arts
3,1,1,3,3,3,2,3,1,2,2,3,Arts
2,2,2,1,3,1,3,4,1,2,3,1,Arts
3,1,4,5,1,2,3,2,2,1,1,3,Science
5,3,3,2,2,2,1,1,3,3,2,3,Vocational
3,3,1,2,1,3,5,5,3,2,1,1,Arts
2,3,3,3,3,5,3,3,2,1,2,1,Arts
3,3,2,1,4,4,3,1,2,1,2,2,Arts
1,3,4,4,1,2,2,1,1,2,3,2,Science
3,3,3,3,1,2,3,3,1,3,2,3,Vocational
3,2,5,5,2,3,3,1,3,2,2,2,Science
1,1,1,3,1,1,5,5,2,2,1,3,Arts
2,1,2,1,2,2,3,5,3,3,2,2,Arts
5,3,3,2,1,2,2,2,2,1,1,2,Vocational
3,5,2,1,3,2,3,1,1,3,3,2,Vocational
1,2,2,2,1,2,1,2,1,2,3,3,Commerce
2,1,3,5,2,3,1,2,2,3,1,1,Science
3,3,2,2,2,2,5,3,3,3,3,1,Arts
1,3,2,1,2,2,3,3,4,3,3,2,Commerce
3,1,1,3,1,1,1,1,3,3,2,2,Commerce
1,3,3,2,2,1,1,3,4,4,2,1,Commerce
2,3,3,3,5,5,3,1,3,3,1,3,Arts
1,2,1,3,3,1,3,3,2,3,3,3,Arts
3,3,3,3,3,3,5,5,3,2,1,3,Arts
3,2,3,2,3,4,1,1,3,3,3,1,Arts
1,3,5,3,3,1,2,1,1,1,2,3,Science
1,2,1,1,1,2,3,5,2,2,3,1,Arts
3,1,2,2,1,1,3,3,4,3,3,3,Commerce
3,3,3,2,3,2,3,2,3,1,1,1,Vocational
2,1,2,1,1,3,1,3,3,3,1,1,Commerce
3,3,2,3,3,1,3,5,2,3,2,1,Arts
1,3,1,2,1,3,3,3,1,2,3,5,Commerce
1,3,2,2,2,2,1,3,5,4,3,1,Commerce
3,1,3,3,3,3,1,1,2,3,3,4,Commerce
1,1,2,3,2,3,5,4,2,2,1,3,Arts
3,1,3,1,2,3,2,1,4,4,1,1,Commerce
1,1,3,3,3,4,3,1,3,1,2,2,Arts
2,2,1,1,4,5,2,2,2,1,1,1,Arts
2,1,3,2,3,2,5,5,2,2,2,1,Arts
3,3,2,3,2,2,3,3,3,2,3,3,Commerce
1,2,3,3,1,3,2,2,1,3,1,1,Science
2,1,1,3,1,2,3,3,3,3,3,1,Commerce
2,2,5,5,3,1,2,1,3,3,3,3,Science
2,2,3,2,2,2,3,3,3,3,3,1,Arts
2,2,3,4,2,3,3,3,3,2,1,3,Science
3,3,2,2,3,2,1,2,5,5,2,1,Commerce
2,1,2,1,1,1,5,4,3,3,3,2,Arts
4,3,2,3,2,2,1,2,2,3,3,1,Science
3,1,2,3,3,3,3,5,3,1,1,3,Arts
2,2,5,5,3,3,2,2,2,2,2,3,Science
1,3,1,1,1,3,4,4,2,2,1,2,Arts
5,5,2,3,1,3,2,2,1,2,2,3,Vocational
1,3,5,4,1,2,1,2,3,1,1,2,Science
4,4,1,3,2,1,2,3,1,3,1,1,Vocational
5,4,3,3,1,2,2,1,2,1,2,3,Vocational
1,1,4,5,2,1,2,1,2,2,2,1,Science
2,3,1,2,2,1,2,2,2,2,5,4,Commerce
2,3,2,1,2,1,1,3,2,1,3,5,Commerce
3,3,3,3,3,1,1,2,3,5,2,1,Commerce
1,2,5,4,3,2,2,3,3,2,3,2,Science
3,1,2,2,1,1,3,1,2,3,4,3,Commerce
1,2,3,5,1,3,1,3,2,3,3,2,Science
2,1,1,3,1,3,4,5,1,2,2,3,Arts
2,3,1,3,2,2,1,1,3,5,2,3,Commerce
5,3,2,2,2,2,2,1,3,1,3,2,Vocational
3,3,3,1,2,2,1,1,1,3,1,1,Vocational
2,2,1,3,3,3,2,1,3,3,3,4,Commerce
3,2,2,2,3,2,2,2,3,5,1,2,Commerce
4,5,2,3,3,3,3,3,1,3,1,1,Vocational
1,1,1,2,3,1,3,1,5,5,1,2,Commerce
1,3,3,3,3,2,3,3,3,1,2,2,Arts
1,3,4,5,2,3,1,3,3,2,1,1,Science
2,2,1,1,3,3,2,1,3,3,1,1,Commerce
2,2,3,3,2,2,3,2,2,1,3,3,Science
2,2,1,3,3,1,4,3,1,3,2,2,Arts
3,2,4,3,3,1,2,2,2,2,2,1,Science
1,2,2,2,4,4,3,2,2,1,2,2,Arts
1,2,3,4,2,2,3,3,2,1,2,3,Science
2,2,2,3,5,4,2,2,2,2,2,2,Arts
1,2,3,5,3,1,2,2,1,3,3,1,Science
1,3,2,1,2,1,1,2,3,4,1,3,Commerce
3,3,2,3,4,3,3,2,2,2,2,2,Arts
3,3,1,1,3,5,1,2,2,2,1,1,Arts
1,2,2,3,4,3,1,1,2,3,2,2,Arts
1,2,1,1,1,3,2,1,4,5,3,2,Commerce
3,3,2,1,1,3,2,1,3,5,2,3,Commerce
3,1,2,2,1,3,3,3,1,1,2,3,Arts
4,3,3,3,1,3,1,3,3,2,2,1,Science
1,3,3,3,2,3,3,3,3,1,3,3,Science
2,2,3,2,3,1,3,1,5,4,1,1,Commerce
2,1,2,1,4,4,2,3,1,2,1,1,Arts
2,1,2,1,1,3,1,3,1,3,3,3,Commerce
1,3,5,5,3,2,2,3,3,1,3,1,Science
3,4,1,3,2,3,2,2,2,1,2,3,Vocational
2,1,3,2,1,3,3,5,2,2,2,1,Arts
2,2,5,5,2,3,1,2,2,1,1,3,Science
4,3,3,1,3,1,3,1,3,2,3,1,Vocational
3,3,2,1,4,5,2,2,2,1,2,3,Arts
1,3,1,2,4,5,3,3,2,3,2,2,Arts
3,1,3,3,1,3,2,1,2,3,3,3,Commerce
2,1,1,3,4,4,2,2,2,3,2,3,Arts
1,2,3,1,3,5,2,1,2,1,1,1,Arts
2,1,3,3,4,3,3,2,3,2,1,1,Arts
4,4,3,3,2,2,2,1,2,1,3,1,Vocational
1,2,2,1,3,3,5,4,1,3,2,2,Arts
3,3,3,1,1,1,2,1,3,1,2,2,Vocational
1,1,2,2,3,3,1,2,3,4,1,2,Commerce
3,2,1,1,4,5,2,3,1,3,2,3,Arts
2,2,3,3,3,2,2,1,1,1,3,2,Science
1,1,1,1,3,1,5,3,1,1,1,2,Arts
3,4,2,2,1,3,1,3,2,3,3,2,Vocational
3,2,2,1,2,1,4,4,1,1,3,1,Arts
4,5,1,1,3,1,2,2,3,2,2,2,Vocational
3,3,3,2,3,5,2,3,3,1,3,3,Arts
3,1,4,5,1,2,1,2,1,1,3,3,Science
3,5,2,3,3,1,2,1,2,2,3,3,Vocational
5,4,1,1,3,2,2,3,3,2,1,3,Vocational
3,1,2,1,4,5,3,1,1,1,2,1,Arts
2,2,5,5,3,3,1,3,2,2,3,2,Science
2,3,3,1,2,3,3,3,2,1,5,4,Commerce
1,2,1,1,2,2,1,3,1,2,5,5,Commerce
3,4,3,1,1,2,3,3,2,1,3,3,Science
1,3,3,2,2,3,3,4,2,2,1,2,Arts
1,3,3,2,1,1,2,2,3,4,1,3,Commerce
3,3,3,3,1,2,3,3,3,2,2,2,Science
3,5,3,2,3,1,2,3,2,3,1,2,Vocational
2,1,5,4,2,1,3,2,2,1,2,2,Science
4,4,1,2,3,1,1,2,3,2,2,2,Vocational
3,1,2,2,3,4,2,1,1,1,3,2,Arts
1,3,3,4,1,2,3,3,3,2,2,1,Science
1,2,2,1,1,1,4,4,1,1,3,2,Arts
2,1,3,3,3,4,1,1,1,3,3,1,Arts
5,5,3,2,3,3,1,3,3,2,1,1,Science
3,2,3,3,5,3,3,1,3,1,2,2,Arts
2,3,2,2,2,3,1,3,3,3,4,3,Commerce
3,2,1,3,3,1,2,1,2,1,5,3,Commerce
2,2,1,3,5,5,2,2,1,3,1,1,Arts
3,2,3,3,1,2,3,3,2,2,5,3,Commerce
3,2,2,3,2,1,4,5,2,3,3,2,Arts
1,3,3,3,1,3,1,3,2,3,4,4,Commerce
1,1,3,1,2,2,3,4,1,3,2,3,Arts
1,2,2,2,2,2,4,3,1,2,1,1,Arts
3,4,2,2,1,1,1,2,3,1,2,2,Vocational
2,2,2,1,2,2,3,3,3,3,1,1,Commerce
3,3,2,1,3,3,2,1,5,4,3,3,Commerce
1,3,2,3,2,3,1,2,3,3,5,4,Commerce
1,3,2,3,2,1,3,3,2,3,1,2,Arts
3,2,3,5,3,2,2,2,3,3,1,1,Vocational
1,2,3,3,3,4,2,2,2,1,2,2,Arts
1,3,3,3,3,2,1,1,3,3,1,1,Science
1,2,3,2,1,2,1,3,5,5,2,1,Commerce
3,1,1,2,1,3,5,4,2,1,2,3,Arts
1,1,3,3,2,1,2,2,3,5,1,2,Commerce
1,2,3,2,1,1,2,1,2,3,5,5,Commerce
3,3,3,1,3,3,5,5,3,3,1,2,Arts
3,3,3,3,4,3,1,3,1,3,3,2,Arts
2,3,3,3,3,1,1,1,5,3,2,2,Commerce
1,3,2,3,1,2,1,1,1,3,4,3,Commerce
1,3,2,1,2,1,5,3,3,2,2,1,Arts
1,3,1,1,3,1,3,1,1,1,3,4,Commerce
2,2,1,3,2,3,3,1,5,3,3,2,Commerce
2,3,1,2,2,3,3,1,3,5,3,1,Commerce
2,3,2,2,2,2,2,3,3,1,4,3,Commerce
3,1,3,2,4,4,2,3,2,3,3,2,Arts
3,3,3,2,1,3,1,3,3,3,1,2,Commerce
1,1,2,3,1,2,1,1,2,3,3,4,Commerce
2,3,1,1,2,3,2,1,3,5,1,3,Commerce
1,2,3,5,1,2,2,2,2,1,2,2,Science
5,5,2,3,3,1,2,1,1,3,3,2,Vocational
3,2,1,2,5,4,2,2,1,3,2,3,Arts
1,2,1,3,3,1,4,4,2,3,3,3,Arts
3,2,3,2,3,2,3,2,3,2,4,4,Commerce
1,2,1,2,2,3,3,4,3,1,1,2,Arts
3,2,2,1,3,5,2,1,3,2,2,1,Arts
4,5,2,3,2,1,2,1,1,2,1,2,Vocational
1,1,2,3,2,3,1,1,1,2,3,4,Commerce
1,2,3,2,3,2,3,1,5,5,3,1,Commerce
2,2,3,3,3,4,2,3,3,3,1,3,Arts
1,3,1,1,5,4,2,3,1,2,2,3,Arts
3,1,4,5,3,1,3,3,2,3,2,1,Science
2,2,2,2,4,4,1,2,3,2,2,3,Arts
1,3,2,1,5,3,1,3,3,1,3,1,Arts
1,2,1,3,2,2,3,3,2,2,3,3,Commerce
3,3,2,3,1,2,1,3,3,2,5,4,Commerce
1,2,1,3,2,1,3,2,2,3,3,5,Commerce
2,1,1,2,3,3,3,2,4,3,2,2,Commerce
2,3,3,3,2,2,1,3,4,4,3,2,Commerce
2,2,1,3,1,1,3,3,3,2,2,3,Arts
2,1,1,3,2,2,1,2,3,1,4,3,Commerce
1,3,1,2,5,5,2,3,3,3,3,2,Arts
1,3,3,1,2,3,5,3,3,1,2,1,Arts
1,3,3,2,2,1,2,3,5,4,1,1,Commerce
1,3,2,2,1,2,3,3,2,2,5,5,Commerce
3,5,3,3,3,3,3,3,2,1,2,2,Vocational
2,2,1,1,5,5,2,3,2,3,1,1,Arts
4,4,2,3,1,3,3,1,1,2,3,1,Vocational
2,1,3,1,3,2,2,1,5,4,1,2,Commerce
3,3,1,2,3,2,3,4,1,3,1,2,Arts
2,3,1,2,1,2,4,3,2,1,2,3,Arts
2,3,3,3,1,3,3,4,1,2,3,1,Arts
1,2,5,4,2,3,1,3,3,1,3,1,Science
2,2,1,1,1,3,1,3,3,5,1,3,Commerce
1,2,3,4,3,3,3,2,3,1,1,1,Vocational
4,5,2,1,3,1,1,2,1,1,3,3,Vocational
1,1,1,2,1,3,4,4,3,3,1,2,Arts
2,2,2,1,3,1,2,2,2,2,5,3,Commerce
4,5,3,1,1,1,2,1,2,1,1,2,Vocational
1,1,3,2,3,5,1,1,2,2,2,1,Arts
3,2,1,3,3,3,1,3,2,1,3,3,Arts
4,4,1,1,3,2,1,2,3,2,1,3,Vocational
3,1,3,2,3,3,3,2,4,4,1,3,Commerce
1,3,2,1,1,3,2,1,1,1,5,3,Commerce
1,2,4,3,3,2,1,2,3,1,1,3,Science
3,5,3,3,2,3,2,3,1,3,1,3,Vocational
1,3,2,1,3,4,2,3,2,2,3,2,Arts
3,3,2,2,1,2,3,1,2,3,3,3,Vocational
1,2,3,1,3,2,1,1,1,2,4,5,Commerce
2,1,1,3,4,4,2,2,1,1,3,3,Arts
2,2,5,3,3,2,3,3,3,1,1,1,Science
3,3,3,3,3,3,4,3,2,2,1,1,Arts
3,2,1,1,1,2,2,2,1,3,5,5,Commerce
1,2,3,1,3,2,5,5,2,1,1,3,Arts
2,2,2,3,2,1,1,1,2,2,3,5,Commerce
3,3,2,1,1,2,2,1,1,1,3,4,Commerce
2,2,2,3,2,2,2,1,1,1,3,3,Commerce
1,1,5,3,2,2,2,3,2,2,2,2,Science
2,1,3,2,3,4,2,2,1,2,2,3,Arts
3,4,3,1,3,1,1,3,2,2,3,3,Vocational
5,3,2,2,3,3,1,1,3,1,1,1,Vocational
1,1,2,3,2,1,3,2,1,1,5,4,Commerce
1,3,2,3,1,3,1,3,1,1,5,5,Commerce
2,2,2,2,3,1,4,5,1,3,3,3,Arts
1,1,2,2,3,2,1,3,5,5,3,3,Commerce
2,2,2,1,1,2,2,2,4,3,1,1,Commerce
1,1,2,1,1,3,3,2,1,2,4,3,Commerce
1,2,1,3,3,2,5,4,2,1,3,2,Arts
1,1,4,4,3,3,3,3,2,1,3,1,Science
4,5,1,3,2,3,3,1,2,3,3,2,Vocational
2,2,3,2,2,3,3,2,1,2,4,5,Commerce
2,2,5,4,2,3,2,2,2,2,3,2,Science
3,2,3,1,5,4,1,3,1,2,2,3,Arts
2,3,1,3,4,3,3,3,1,1,1,3,Arts
1,2,3,3,4,3,1,3,2,1,1,3,Arts
2,1,1,3,4,5,3,2,2,2,2,2,Arts
2,3,1,3,3,1,1,1,2,2,4,5,Commerce
1,2,3,1,3,1,3,5,1,2,1,3,Arts
3,1,2,3,3,1,4,3,2,1,2,2,Arts
1,3,2,3,1,2,3,3,5,3,1,2,Commerce
3,5,2,3,1,1,1,1,2,3,2,2,Vocational
3,2,2,1,2,1,3,4,1,3,3,2,Arts
2,2,4,3,1,1,3,1,3,3,3,1,Vocational
3,1,3,2,1,2,5,4,3,2,3,3,Arts
2,2,4,3,2,3,1,3,2,3,1,3,Science
3,3,3,1,2,2,3,3,2,3,1,3,Arts
2,3,3,3,2,3,2,2,5,5,1,2,Commerce
2,1,3,1,2,3,5,5,2,2,2,3,Arts
2,1,1,1,3,5,2,3,3,1,2,3,Arts
4,3,1,2,2,1,2,3,2,1,2,3,Vocational
1,2,1,1,2,3,4,3,3,3,2,1,Arts
3,2,3,4,2,3,1,2,2,1,2,2,Science
3,2,3,2,5,5,3,2,2,1,2,1,Arts
3,2,1,2,3,2,2,3,5,3,2,1,Commerce
3,2,3,5,2,3,3,3,3,2,3,1,Science
3,3,1,3,5,3,1,1,3,1,2,1,Arts
2,1,4,4,1,3,1,3,2,3,1,2,Science
3,2,3,3,1,3,1,3,4,3,3,2,Commerce
5,4,2,2,2,1,3,1,1,2,3,2,Vocational
1,1,2,2,3,3,2,3,3,4,3,3,Commerce
3,3,1,3,1,3,2,1,2,1,1,2,Vocational
3,3,3,3,3,4,2,3,3,3,1,2,Arts
1,3,5,3,3,2,3,1,2,1,3,1,Science
3,4,2,3,3,2,3,3,3,1,3,3,Vocational
3,3,5,5,1,1,1,2,1,3,1,2,Science
5,3,3,3,2,2,1,2,1,3,3,3,Science
2,1,3,5,3,1,1,3,2,3,3,3,Vocational
1,2,2,3,2,2,5,4,3,1,3,2,Arts
3,1,2,3,5,3,3,1,2,3,1,1,Arts
3,1,1,1,1,3,3,1,3,5,1,2,Commerce
4,3,1,3,3,2,3,1,1,2,3,3,Science
3,2,3,1,3,3,3,3,1,1,3,5,Commerce
2,3,4,4,3,2,2,1,2,2,1,2,Vocational
1,3,2,2,3,1,4,5,2,3,3,2,Arts
1,3,2,3,2,1,1,1,1,2,5,3,Commerce
4,3,2,1,3,1,1,3,3,2,2,2,Vocational
5,3,3,2,3,1,1,2,3,2,2,2,Vocational
1,2,1,2,4,3,2,2,3,2,3,2,Arts
3,2,3,1,3,1,5,5,2,1,3,1,Arts
3,2,4,3,1,2,2,1,3,1,3,2,Science
1,3,4,5,2,1,2,1,1,1,3,2,Science
3,2,3,3,5,4,2,3,1,1,3,3,Arts
1,2,1,3,3,4,2,2,2,1,1,1,Arts
2,2,5,3,3,2,2,3,2,2,3,2,Science
1,2,3,3,5,5,2,3,3,2,1,2,Arts
3,3,3,1,3,4,2,2,3,1,3,3,Arts
3,1,1,3,1,1,3,2,5,3,2,2,Commerce
2,2,1,2,3,4,2,2,1,2,3,2,Arts
3,2,2,2,1,2,3,2,5,4,1,3,Commerce
3,3,2,1,1,2,1,2,2,3,1,2,Vocational
1,3,1,1,4,4,3,3,2,1,1,1,Arts
2,3,5,3,3,2,2,3,1,3,3,3,Science
3,1,2,2,3,2,3,3,1,1,4,3,Commerce
3,1,2,1,2,2,1,3,2,2,5,4,Commerce
1,1,5,3,2,1,1,1,2,1,2,3,Vocational
1,1,1,2,1,1,3,2,2,2,5,5,Commerce
3,2,3,1,3,2,1,1,5,3,3,3,Commerce
1,2,5,5,2,2,2,1,2,1,2,1,Vocational
4,3,3,3,3,3,1,2,2,3,3,3,Science
2,3,3,5,1,2,3,3,2,2,1,2,Science
1,2,2,2,1,2,3,2,3,3,2,3,Commerce
2,2,3,2,3,3,2,1,2,3,2,3,Arts
3,5,2,3,1,2,3,2,2,1,3,2,Vocational
1,2,2,1,1,1,1,3,3,1,5,4,Commerce
2,2,2,2,1,2,4,4,3,2,3,1,Arts
5,3,2,1,2,2,2,1,3,3,2,3,Vocational
1,1,3,3,3,1,1,1,3,3,1,1,Science
3,2,2,1,1,2,3,1,4,5,3,1,Commerce
